date,a2c,ddpg,td3,ppo,sac,dji,nasdaq
2021-12-07,1041917.9023135263,1141772.8679531862,1083790.1537901917,1041919.5058448487,1141773.9416320305,1040580.0281169752,1103691.4214978337
2021-12-08,1049763.1381991464,1144646.1781948854,1083355.1512953797,1049764.6846320801,1144647.049084423,1041608.9810452805,1108334.4914380028
2021-12-09,1052194.7628863412,1124810.441958313,1081090.2447630921,1052196.6326377564,1124811.2355926018,1041607.2740895269,1091786.9197441717
2021-12-10,1055882.3222964364,1132656.2755459596,1100542.5359160462,1055884.1529243165,1132657.1078040581,1047908.4443556322,1104118.7043532082
2021-12-13,1065844.3092158395,1103483.1798428346,1104012.901493744,1065848.423104065,1103483.6065261345,1038585.0520291493,1087256.0181555601
2021-12-14,1061529.1738169747,1097073.915774231,1098168.6582762757,1061533.1029212647,1097074.5645644646,1035474.6372548327,1075922.1291520528
2021-12-15,1083260.2546313363,1110997.477633362,1115470.2511260072,1083265.5159919434,1110998.2326438408,1046639.4934483625,1101252.898700227
2021-12-16,1089693.720146473,1086465.369479065,1109622.9853102723,1089698.9979179078,1086466.5976722222,1045771.6771432024,1072476.9960800495
2021-12-17,1082082.755630787,1079061.4980191041,1094565.6197478333,1082088.0679710084,1079061.8860671502,1030267.6256268226,1068253.022488137
2021-12-20,1075529.6636508065,1061642.21518219,1090315.0910155335,1075535.6647956544,1061641.87939143,1017645.256813769,1056501.951722715
2021-12-21,1080020.197326954,1089143.7644070436,1098731.4038817445,1080024.6820991212,1089144.1854484063,1033974.9059296683,1080747.7449969053
2021-12-22,1092621.092136677,1109008.9476651002,1108227.999905304,1092625.5344245606,1109009.5433585625,1041583.9456942269,1093853.5506498865
2021-12-23,1097110.3562968331,1124392.191531067,1112015.0764205018,1097114.7607886964,1124392.9812858086,1047313.2857828566,1102511.706210027
2021-12-27,1108688.1857302743,1135348.4523648072,1128025.8483473817,1108691.786209839,1135349.6302421074,1057562.5309101238,1120040.9325355892
2021-12-28,1105774.2596362191,1135846.3980740358,1130109.0358397523,1105778.5001151734,1135847.595356701,1060354.3139437574,1114710.9882401484
2021-12-29,1112074.2036593514,1138115.1027554322,1133816.3009230653,1112079.1461723023,1138116.251518963,1062988.374265753,1114869.8328863215
2021-12-30,1114357.8054392892,1134020.4259365846,1128907.6322447816,1114363.3164527589,1134021.5067870598,1060350.4448440492,1110684.4151021251
2021-12-31,1109632.632847126,1131308.9887112428,1132014.2205168763,1109638.2511680298,1131310.0016334038,1058609.0085841666,1103314.1819682277
2022-01-03,1098215.0117877084,1163790.594241028,1135609.9436537782,1098218.3329169923,1163792.0729072075,1065797.568248074,1115597.2436558697
2022-01-04,1083726.2859767037,1156707.7295559694,1136456.4927260438,1083727.5337684327,1156710.2173469048,1072049.0092032226,1100586.3585723129
2022-01-05,1076008.107281025,1125498.7660855104,1123829.8172347108,1076009.326241272,1125500.797825573,1060613.543624213,1066246.5360016504
2022-01-06,1063566.12170821,1122566.0481900026,1119903.400486664,1063565.4007041627,1122568.6524093132,1055642.4332813583,1065812.5190839695
2022-01-07,1058133.1471293527,1103862.7382534791,1117226.9945723573,1058132.1519324952,1103865.808220623,1055502.3491125081,1054105.4177841963
2022-01-10,1069000.971470173,1097111.9229763795,1111417.6079680482,1068999.7152259522,1097114.8571021538,1050759.9708406439,1055608.8962244687
2022-01-11,1077508.2795069772,1107680.9212368776,1115005.9403121034,1077504.4638221436,1107684.2046706658,1056095.4593383793,1071137.049721477
2022-01-12,1074436.9199984628,1114985.1521939088,1117064.055325226,1074433.2017677003,1114988.4647376519,1057211.239416021,1075259.55023726
2022-01-13,1057740.8388865548,1092574.42801178,1108630.4504134217,1057737.7468040162,1092577.585301159,1052063.629848238,1047576.8103981843
2022-01-14,1055930.9385760385,1087483.688570862,1113089.5605361024,1055925.9950339966,1087486.428635357,1046184.4190444371,1055416.9094285124
2022-01-18,1041125.1804583627,1066899.1077297975,1093488.5692793885,1041119.1987159424,1066900.9648139458,1030355.8183407617,1028318.9106663915
2022-01-19,1036872.1857836801,1047642.467715149,1093053.094059662,1036866.9426429444,1047643.6747024042,1020456.1577518436,1017304.7575820095
2022-01-20,1030098.6575434762,1028551.8096035768,1083625.1623885194,1030094.0556113892,1028552.7740218622,1011330.3171045842,1003690.5302248813
2022-01-21,1019701.913215931,998394.207522278,1077195.1040465394,1019698.3725059205,998394.3956878168,998220.3279312357,976103.7837837838
2022-01-24,1016315.9756129342,1010401.915346985,1076577.70434256,1016311.4086921387,1010402.2102439386,1001108.155675275,980915.8654838044
2022-01-25,1009781.7357638436,993303.3824795533,1060450.93846579,1009773.850006836,993303.832630871,999163.022695456,956547.0765421911
2022-01-26,1004505.0916445809,988489.3080776979,1056951.900044159,1004496.783524292,988489.8552596552,995386.3261919615,958145.2279760677
2022-01-27,1007104.6647646981,964529.1911953737,1059417.9228789369,1007096.2527091675,964529.3987739069,995173.4119109552,946676.1295646792
2022-01-28,1027659.2044642526,985556.4189785768,1082711.9854857484,1027651.8303153687,985557.1117103082,1011623.9134942136,977199.6533938518
2022-01-31,1033566.0462229806,1023460.9845608522,1094392.3007552186,1033559.6325843506,1023462.0071914179,1023462.903413388,1009341.5968640395
2022-02-01,1036324.4388239938,1029658.5553616334,1094659.479946808,1036314.9344642335,1029660.1019523126,1031426.9899747075,1015400.9985558076
2022-02-02,1050264.3673899728,1023516.4545315553,1106379.2696349183,1050255.6216819459,1023518.2631041986,1037955.1853560493,1023517.6562822363
2022-02-03,1045774.765899952,992196.80792511,1095938.8262221375,1045766.3353889161,992198.1895720941,1022859.8928441457,980343.272127089
2022-02-04,1041995.470600422,1020417.4979275514,1088315.8636977235,1041985.5168769532,1020419.5296676141,1022235.829820608,993407.1549412007
2022-02-07,1040185.0057490426,1018314.8607510377,1087291.2204024354,1040174.1284110718,1018317.0089309198,1022276.3415704949,985085.0422942026
2022-02-08,1048688.9453394967,1032646.6576260377,1094472.8096739808,1048679.5271842652,1032649.349175213,1033103.3343218503,996968.6156385393
2022-02-09,1056801.3032801705,1046314.4412869264,1102635.4660002748,1056791.6356208497,1046317.3851172907,1041996.6875954616,1017921.3204043738
2022-02-10,1040262.5796015817,1028275.2301663209,1085134.4984862367,1040251.6529090577,1028277.8246886713,1026659.5763517894,994170.4146894986
2022-02-11,1025852.3476374703,998726.1713284303,1071609.9175993958,1025839.5867774659,998728.2127768976,1011990.6813871495,963626.6226531876
2022-02-14,1015376.4964716989,1004425.7108181764,1069474.6722914735,1015364.7525413209,1004427.3156287653,1006983.2697852672,964623.7920363111
2022-02-15,1026795.1199381906,1026891.9049710084,1079838.0369078675,1026783.7570655518,1026894.0337455255,1019296.4520128081,988436.2285950072
2022-02-16,1028370.80038863,1029824.5372647096,1080829.0162550965,1028359.0634277039,1029826.6951491815,1017706.7072209007,987274.7348875593
2022-02-17,1011832.3162806588,1002267.6892727662,1075782.3229949037,1011820.7210700684,1002268.8768546564,999579.633696399,958076.3028677532
2022-02-18,1004271.520298298,996070.118471985,1073638.9090468446,1004260.2055366212,996071.2963492853,992796.1915313601,947110.8066845472
2022-02-22,1001750.3722079354,967019.1765469362,1064798.8997008363,1001740.0255134278,967020.1603667719,978737.931538329,937713.0926346193
2022-02-23,996710.7337229806,934703.6385220338,1050461.683033661,996698.6669662171,934703.962532757,965195.9687622546,913300.9944295441
2022-02-24,1000726.7191203195,956062.9157131959,1049294.8520781556,1000715.6482246094,956062.7933852655,967878.051439453,944753.4227357128
2022-02-25,1031363.578563984,974987.6775234987,1076758.7243697206,1031352.7831580811,974988.7389609796,992201.0329585845,959253.9715287806
2022-02-28,1023568.7704203683,981849.0047329713,1066402.8235899964,1023556.7101066285,981849.5033996088,987360.7892235103,962542.9007633588
2022-03-01,1017899.1224787789,966963.8777798463,1055268.9088179627,1017885.8300330811,966962.9986197931,969949.9543332437,946870.8231896018
2022-03-02,1033257.7106745797,987271.9647854615,1070199.0312926332,1033243.6685645753,987272.0171134454,987324.3741674323,962940.4745203218
2022-03-03,1038534.1934474069,964916.5393704225,1071956.1319319764,1038521.1104743653,964916.4752624017,984507.5557827451,948846.2141530843
2022-03-04,1043734.2349360543,949588.8510769655,1066076.04468985,1043720.6295020753,949588.098053692,979267.8844013149,935502.4056117187
2022-03-07,1025543.0668223458,903052.1137112428,1040515.3920485537,1025529.2966087037,903050.0410773737,956037.3545645248,900452.7336496803
2022-03-08,1004595.4943736154,904933.3846157838,1019588.0401427309,1004579.5337836915,904931.1082122308,950655.55066734,896952.8698163813
2022-03-09,1023573.0891688424,934039.5397061158,1037023.5277907412,1023558.8804786378,934038.5343978388,969696.5283023505,929037.3756963069
2022-03-10,1023181.4778788644,940679.8430508424,1024535.739460663,1023165.5544822388,940678.5369498712,966428.5046134462,918815.5312564473
2022-03-11,1015541.6402476388,922585.2475613405,1010669.5795027773,1015526.0707328492,922583.689182995,959731.6620036429,899266.2842995668
2022-03-14,1022706.1016047555,907202.0892971803,1008353.3400923769,1022692.6196754151,907200.9772536737,959762.1596131083,882014.2108520734
2022-03-15,1043100.8136561471,937581.0576504518,1034493.4669615786,1043090.7608955079,937580.4501769525,977215.2132090154,909861.9352176605
2022-03-16,1055622.2151530343,969564.7174710084,1045897.198269562,1055612.3486106568,969565.1288115961,992327.8028725561,943544.6585516814
2022-03-17,1072320.555843647,985722.5720852662,1053205.9568297425,1072308.661499756,985723.4491660577,1004495.0972816844,954483.7466474108
2022-03-18,1078935.8176158029,1006473.2204312135,1061805.011334137,1078923.4059150391,1006474.1848494989,1012482.170847153,974865.2444811224
2022-03-21,1078117.1166041452,998043.8393276979,1062065.4521071473,1078102.3550498658,998044.7667205316,1006599.204740694,971891.2977099237
2022-03-22,1078353.5141566354,1022816.5741604615,1072365.76268454,1078339.3808143311,1022818.1152350885,1014012.513578833,990701.6463792037
2022-03-23,1058999.7244074899,1010125.2503079225,1061155.7758986512,1058984.4524238282,1010126.0802886469,1000933.3634061004,976722.3272127089
2022-03-24,1071639.9586222726,1017994.9667996217,1075180.8381316224,1071625.2087943726,1017996.0987555963,1011113.3061297692,998230.1299773055
2022-03-25,1076618.5597575265,1016221.4685696412,1080978.9957167665,1076603.2055823975,1016223.0875747186,1015579.1575695408,997460.7303486693
2022-03-28,1084437.5953944284,1043321.9733303834,1088193.8967482606,1084424.5458915406,1043323.4851844293,1018336.5738940007,1013218.7662471632
2022-03-29,1090836.4702799874,1061499.77377594,1102301.3231246034,1090824.265267151,1061501.3732993584,1028191.9674303739,1030249.737982257
2022-03-30,1092970.173298176,1045372.479006653,1097896.3586165467,1092957.709999817,1045373.8057830316,1026287.2324033914,1018907.662471632
2022-03-31,1082304.395801838,1025310.4971951295,1090794.221668915,1082292.852906006,1025310.9472777826,1010251.2934741717,1003151.7392201361
2022-04-01,1090836.907230671,1026585.0224942018,1097094.651379303,1090825.7763908082,1026585.3751723749,1014327.3900168579,1004687.699608005
2022-04-04,1081751.9982112008,1049639.729067688,1101522.249867157,1081740.2141120606,1049639.9161498528,1017345.7429775272,1024858.9230451826
2022-04-05,1084041.9054453927,1025033.3185452272,1094574.7093550721,1084031.723130005,1025033.27184367,1009168.4007440506,1001944.9556426656
2022-04-06,1100553.2193492013,998875.0328701783,1095572.20270224,1100544.0533225709,998874.7328994257,1004953.9269882677,980193.1421497833
2022-04-07,1121726.0224726754,1003973.7332791139,1105206.218289093,1121715.7236564332,1003973.3943412286,1007490.1218470535,982418.6837218897
2022-04-08,1128443.1396601754,994718.5515469362,1103556.0546385804,1128431.0677955323,994718.5827720148,1011497.257377292,968590.1547348875
2022-04-11,1106004.9000895577,976263.6580532838,1091848.5956313172,1105994.087883728,976263.5236823541,999464.4710815522,945804.0024757582
2022-04-12,1095262.23637801,978425.018069153,1090562.1074950257,1095250.4873969727,978424.4843146784,996909.0445212752,942425.8139055086
2022-04-13,1100635.2260478097,1002754.5067471315,1100157.5119444886,1100622.2213218384,1002753.9729926569,1006937.1819799184,961155.6839282031
2022-04-14,1095342.448208149,988733.1020230104,1091778.943768219,1095329.2350166016,988732.1591460687,1003634.7915818405,939246.3461935217
2022-04-18,1083256.710407551,991725.9979885865,1086566.1306120912,1083241.9912040406,991725.2694137079,1002482.9378392716,940432.7955436353
2022-04-19,1093604.9575770455,1020488.9754360963,1104270.0896269837,1093591.3369071656,1020488.7436530573,1017034.6218421602,960680.4043738395
2022-04-20,1108299.3098948556,1007354.3198269655,1115470.5906645814,1108285.9915168458,1007354.3413093073,1024305.6843674944,946366.4947390138
2022-04-21,1096051.7069132882,997600.4219692994,1109096.142674164,1096039.597916382,997599.8589904291,1013584.2952787653,927566.9733855993
2022-04-22,1056076.096294697,974434.9466580201,1087662.8888747254,1056064.5792548829,974433.3024299127,984995.1761430401,902987.2498452652
2022-04-25,1063183.6789591867,981473.1272000123,1095870.3363692323,1063174.0647819215,981471.541413067,991930.4235731044,914909.3129770992
2022-04-26,1044460.8073542672,931816.888796692,1071836.5396925965,1044450.385956543,931814.4165847284,968354.405891774,879517.5902620177
2022-04-27,1042170.8996317941,931927.657534485,1079285.5596510926,1042159.1154639893,931925.1560981256,970153.3096620296,879088.3268000826
2022-04-28,1056550.9617350656,951047.5914639283,1103247.50348349,1056537.8009116822,951045.5283744318,988053.8132594957,909692.9234578089
2022-04-29,1029373.2913783151,902721.3483303834,1068458.8169905702,1029359.8938682252,902718.0870940668,960693.5884693546,869044.9350113473
2022-05-02,1022975.3663752633,915911.3883084108,1063410.6714598695,1022960.1263587647,915908.1368148309,963149.1012195174,883988.941613369
2022-05-03,1026216.4813731271,913639.0883511354,1061843.5247847596,1026199.4684302979,913636.275208233,965109.369207019,884938.8405199093
2022-05-04,1048971.5148737985,940462.3288601686,1089812.4971053163,1048952.9259879761,940460.5580031854,992268.2870152786,915077.6645347638
2022-05-05,1028588.3813136178,887757.8957241822,1059434.170368866,1028570.2485587769,887755.1020591242,961298.3059943506,868757.6150195998
2022-05-06,1025351.6403849679,876507.6782864381,1057650.7051665345,1025331.7764899903,876504.6410949213,958425.9546491443,858142.3560965545
2022-05-09,998801.2695200997,839154.5595425416,1045159.0965773623,998787.4022147828,839150.7138526422,939383.15626133,823947.1838250464
2022-05-10,1002356.9131587106,836660.6365078737,1044649.9269072573,1002341.553055542,836656.4985854608,936908.1273170502,834638.23395915
2022-05-11,995721.897175129,806678.4325283815,1031747.3553206484,995706.0495460206,806673.9926383478,927392.7024682808,809063.321642253
2022-05-12,1005360.1732066232,812220.4646939088,1028481.4760024111,1005343.3191001588,812215.7812736017,924368.5458580491,807571.9909222199
2022-05-13,1016027.6125529367,844197.8755825807,1049312.3498732606,1016009.0307014161,844193.6597297174,937954.548092568,837446.5360016505
2022-05-16,1023534.5562785226,825964.5195645143,1050007.7490965882,1023514.1628883057,825960.0309684259,938734.1147852638,827723.606354446
2022-05-17,1037597.4680064279,846802.481753235,1053627.3952223817,1037576.8749396973,846798.8601043207,951294.9762926606,849392.2343717763
2022-05-18,1010814.5801737863,791437.8868740846,991610.3848387758,1010795.3556602173,791433.3495757562,917370.1410650994,806409.837012585
2022-05-19,1013026.3753321725,791992.072970276,975974.6657454531,1013007.2914207154,791987.32136607,910467.6102869802,802848.4423354652
2022-05-20,1025350.5480082589,778192.4625271608,978076.0182463686,1025331.3241203004,778187.6524779779,910723.0846647779,800143.593975655
2022-05-23,1034358.5042994577,784011.5877407838,998953.616741852,1034338.0563819581,784007.8199775202,928736.5887331362,813573.955023726
2022-05-24,1037439.8759654122,763838.8371914674,1005907.8633849184,1037420.5196921998,763835.0012404901,930145.9652004068,795696.5380647824
2022-05-25,1037125.6227839547,785397.138583069,1009555.100071625,1037104.5655524903,785393.5656402094,935729.4174706239,807465.8304105632
2022-05-26,1041550.4394419747,823914.0138882447,1024301.6652648012,1041528.6819236451,823911.2104804498,950788.0673323491,829968.755931504
2022-05-27,1058852.8472865182,852178.1896084596,1043007.1224715273,1058830.6959159547,852175.9609229547,967561.4680456745,857323.6393645554
2022-05-31,1044710.6075862008,856500.9952420045,1035612.8583113711,1044688.7185981446,856498.669148205,961069.6877204106,854665.4012791417
2022-06-01,1029702.1156123239,847578.3765286256,1025284.9302641909,1029678.7622459107,847575.495194195,955916.5020971658,848328.1865071178
2022-06-02,1037838.889614399,873514.9535244752,1043241.8864867251,1037816.2834708863,873512.5397574884,968590.4209739799,871619.987621209
2022-06-03,1025673.9907801705,847966.3239163209,1028292.8730361025,1025649.926758545,847963.4133574945,958435.5136013648,848305.8716731999
2022-06-06,1025831.9103129464,856445.610873108,1028606.3791091006,1025808.2589042359,856442.7977302057,958904.016057219,851794.2479884465
2022-06-07,1039185.2888072091,854339.5496243287,1036125.2418486635,1039159.5342719727,854336.9994819147,966605.3452295252,859369.341860945
2022-06-08,1030969.5853236276,849296.4903897096,1023730.9089247744,1030942.2259528809,849293.3363082391,958761.769744414,852842.1208995255
2022-06-09,1007662.6906779367,833945.0903958131,1004699.0709578554,1007635.5654761964,833941.0888450128,940172.3388047713,829494.862801733
2022-06-10,991466.1953700143,800693.0686062623,989946.8652083437,991439.9941566163,800687.8786551935,914536.1393258254,799954.3140086652
2022-06-13,961442.0541041452,763727.9828518678,961918.1252562563,961417.0939490967,763721.8480250818,889015.045563201,763143.5527130184
2022-06-14,952278.1640513497,763118.3267849733,955658.203800873,952251.396427887,763111.9289519769,884589.5920762658,764723.4825665359
2022-06-15,961914.4212992745,784565.9450405885,962300.3508803408,961889.8343665772,784559.8881423456,893436.9713415785,783793.3567154941
2022-06-16,947768.9759104806,746159.752871399,945419.3274733584,947747.5549247437,746152.9166953546,871836.7549451077,752276.0965545698
2022-06-17,947211.9802973825,754306.562411194,945534.2216002505,947194.0092704468,754299.8139026148,870721.2593600919,761633.9343924077
2022-06-21,972713.3202174264,775881.2993496705,970417.6198470156,972692.9211852723,775875.1521270258,889408.6126614695,780615.2754280998
2022-06-22,986197.0947230416,774381.4700955201,968715.0920226137,986180.3044364625,774375.2543208582,888035.9357429025,779327.4190220755
2022-06-23,1008328.3231471139,786546.6852444459,986243.5260054629,1008315.6590812379,786540.3519561273,893694.2095736548,790818.172065195
2022-06-24,1025068.5442698556,816542.6711148072,1010303.3486372988,1025056.1317298585,816537.4640147669,917679.2138535619,818412.3787910047
2022-06-27,1028878.5942957955,807988.2257717897,1006329.6241881411,1028864.7078941041,807982.9109427911,915860.7938891894,811813.5258923045
2022-06-28,1010951.1792491036,775714.8038357545,987947.4427229922,1010935.129090088,775709.1756389124,901549.1078652652,786767.9636888797
2022-06-29,1019754.7174265939,775103.7781399537,992918.1114012758,1019741.242043274,775097.9736678583,903947.2669021052,788153.1999174746
2022-06-30,1017452.524746235,763716.255404358,989537.8085982363,1017441.2756660157,763710.1767337305,896551.1983170782,777705.5663296884
2022-07-01,1028877.5280879098,777769.9320095826,1000328.5429961245,1028866.9199454957,777764.2744300348,905926.7665910978,783246.4452238497
2022-07-05,1022924.5834849435,795156.6005581666,999342.4964186709,1022914.3647697144,795150.8352591974,902155.9306356908,796376.678357747
2022-07-06,1029825.7652247506,792545.9166592408,1003885.6839263003,1029817.3881080323,792540.0730178339,904191.0770822527,801290.8273158656
2022-07-07,1034191.3434718209,812987.5424832155,1010616.4961363833,1034180.5258796387,812982.1493155939,914296.1413468609,818628.7270476583
2022-07-08,1037285.2990458566,813098.5680264283,1009483.3508345644,1037274.2871406251,813093.1063106043,912944.4030855387,819753.7115741696
2022-07-11,1034666.734775837,790823.7795132447,1004394.0415923159,1034656.8029258423,790818.0631778223,908157.7008626044,801810.7365380648
2022-07-12,1021496.0256922799,786046.685091858,998322.3151976626,1021487.0799262696,786040.7728984338,902549.4977339593,794016.5875799463
2022-07-13,1011579.2639124948,792490.2754849244,998045.1193968813,1011570.1424491578,792484.0890910608,896474.2715111133,792903.8167938931
2022-07-14,1008642.6603739816,791823.7798184205,1001281.5275771181,1008634.7876365357,791817.0058486444,892319.4843081833,795599.2242624303
2022-07-15,1032998.9874919015,804599.7638577272,1008770.7203795473,1032990.1842734986,804594.0083529932,911490.9871598236,810149.0901588611
2022-07-18,1011183.8521235543,806932.7554959108,998971.9039427798,1011172.5997321778,806926.8824756128,905208.6503055337,802974.8710542604
2022-07-19,1028401.2050288278,831651.7323941041,1015375.613453583,1028388.3047263795,831646.7896983606,927187.0711984901,828118.4072622241
2022-07-20,1018247.2461512643,845316.605593567,1015342.9707839052,1018232.7808845215,845311.7804114801,928579.264311174,840980.8623891067
2022-07-21,1034350.6415751535,864647.2911709596,1021827.6647154848,1034337.5804450684,864642.671643017,933300.4194331678,853131.4875180525
2022-07-22,1030066.1532176095,859648.0600613405,1022189.6207015078,1030054.5708091431,859643.254467724,929291.5200486506,838059.6657726429
2022-07-25,1035463.4196131784,852260.1105374147,1023743.4271285097,1035450.1742179566,852255.5105941278,931935.2531199169,833458.5186713431
2022-07-26,1040777.9437831002,824819.338595276,1017117.1086470644,1040765.7494514161,824814.2881762964,925278.5808688496,817131.3224675056
2022-07-27,1047285.0027354318,856037.4614590455,1034964.4882170717,1047271.2816932374,856032.9006888849,937981.6317905261,851918.6300804621
2022-07-28,1053949.3252680856,870757.633730774,1051257.3696105042,1053937.6650932007,870753.3079917413,947654.6655538832,859787.8440272333
2022-07-29,1050461.7445262033,904530.9705227662,1050505.6271559754,1050447.564156311,904527.1050498468,956845.7688094575,875343.6599958737
2022-08-01,1042685.5546458322,909030.3726834108,1058874.0035368958,1042673.007996338,909026.2330100519,955484.4146973898,874857.6191458635
