,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2018-05-17,53.89998245239258,61.28520202636719,25.394384384155273,68.44174194335938,65.36482238769531,43.59547424316406,41.74580764770508,76.14878845214844,99.68952941894531
2018-05-18,53.97211456298828,60.810302734375,25.187118530273438,68.8438491821289,65.0907211303711,43.324363708496094,41.75432586669922,76.34146881103516,99.56612396240234
2018-05-21,54.260623931884766,61.433128356933594,25.36734962463379,69.88568115234375,65.65779876708984,43.508018493652344,41.967403411865234,76.41487884521484,100.11676788330078
2018-05-22,53.809810638427734,60.61567687988281,25.53856658935547,69.02661895751953,65.56329345703125,43.42930221557617,42.120819091796875,76.26808166503906,99.67053985595703
2018-05-23,53.68358612060547,60.60789108276367,25.376361846923828,68.962646484375,66.04530334472656,43.58673095703125,42.50435256958008,76.51583099365234,100.39209747314453
2018-05-24,53.494239807128906,59.611392974853516,25.17810821533203,69.30081176757812,65.96969604492188,43.5517463684082,42.85380172729492,76.2130126953125,100.6104736328125
2018-05-25,53.20571517944336,58.06212615966797,25.097000122070312,69.17286682128906,65.92243957519531,43.62171173095703,43.04130554199219,76.1029052734375,100.76239013671875
2018-05-29,52.286041259765625,57.883052825927734,24.258934020996094,68.0670394897461,65.56329345703125,43.52550506591797,43.04130554199219,75.32296752929688,99.98384857177734
2018-05-30,52.89915466308594,59.63473892211914,24.700496673583984,69.02661895751953,66.04530334472656,44.13768005371094,43.3907470703125,76.45159912109375,100.89527893066406
2018-05-31,52.45734786987305,59.18319320678711,24.493234634399414,68.0304946899414,66.06420135498047,43.42930221557617,43.458927154541016,75.61661529541016,100.41108703613281
2018-06-01,53.25980758666992,59.46345901489258,24.763580322265625,68.77987670898438,67.18889617919922,43.42930221557617,42.79414367675781,76.48828887939453,101.1516342163086
2018-06-04,53.566368103027344,58.94963455200195,24.84467887878418,68.67933654785156,67.72762298583984,43.78786849975586,42.45322036743164,76.77273559570312,102.28147888183594
2018-06-05,53.97211456298828,58.80949783325195,24.736541748046875,68.7615966796875,67.96390533447266,43.58673095703125,42.23162078857422,76.61674499511719,102.87959289550781
2018-06-06,54.97291564941406,59.08976745605469,25.187118530273438,69.33734893798828,68.4081039428711,43.63920593261719,41.22589874267578,77.47926330566406,103.83850860595703
2018-06-07,54.693416595458984,59.98506164550781,25.268220901489258,69.62982177734375,67.85994720458984,43.910308837890625,41.51568603515625,77.58019256591797,104.142333984375
2018-06-08,54.84669876098633,59.86829376220703,25.304271697998047,69.8582763671875,67.74652099609375,44.45252227783203,41.49863815307617,78.02980041503906,104.36068725585938
2018-06-11,54.9278450012207,60.17970657348633,25.250200271606445,69.99535369873047,67.82213592529297,44.8198127746582,41.41340637207031,78.17662811279297,104.77845001220703
2018-06-12,54.99998474121094,59.72036361694336,25.187118530273438,69.92224884033203,68.15292358398438,44.90727615356445,41.89069747924805,78.13072967529297,105.28164672851562
2018-06-13,54.40488815307617,59.494598388671875,25.097000122070312,69.36477661132812,67.80321502685547,44.7673454284668,41.7798957824707,78.14907836914062,105.44303131103516
2018-06-14,54.48604202270508,59.40896224975586,24.862712860107422,69.0997314453125,68.28524780273438,44.846046447753906,42.2998046875,78.55281829833984,106.54437255859375
2018-06-15,54.105594635009766,58.132972717285156,24.86180305480957,68.92723846435547,68.02440643310547,45.42243194580078,42.600772857666016,78.70570373535156,106.71953582763672
2018-06-18,53.9697151184082,58.71297073364258,24.816545486450195,68.64279174804688,68.10028839111328,44.76145935058594,42.73836898803711,77.95049285888672,106.53866577148438
2018-06-19,52.982357025146484,58.579715728759766,24.75319480895996,67.19304656982422,67.74935150146484,44.999393463134766,43.15972137451172,78.15311431884766,106.4053955078125
2018-06-20,52.810237884521484,58.838375091552734,24.689842224121094,67.23892211914062,67.89163970947266,45.0434684753418,43.194129943847656,78.31889343261719,106.90990447998047
2018-06-21,52.248626708984375,57.74892044067383,24.61743927001953,66.39478302001953,67.36996459960938,45.13159942626953,43.340309143066406,77.86761474609375,106.14839172363281
