date,ensemble
2022-11-08,948226.2584026172
2022-11-09,947005.0481398609
2022-11-10,950158.5092725283
2022-11-11,950091.7052814548
2022-11-14,949634.9511002948
2022-11-15,950343.5327615192
2022-11-16,949443.3158818652
2022-11-17,948030.6640315234
2022-11-18,949895.295075278
2022-11-21,949536.3987180088
2022-11-22,952545.9364888524
2022-11-23,954890.9604457922
2022-11-25,955837.5946781224
2022-11-28,951054.1164108344
2022-11-29,950615.2761168432
2022-11-30,963400.8862567664
2022-12-01,963143.4222185658
2022-12-02,964631.9210432576
2022-12-05,953853.194313178
2022-12-06,948021.2560329122
2022-12-07,947254.67156964
2022-12-08,952429.8457387304
2022-12-09,947034.6402140798
2022-12-12,955570.123503005
2022-12-13,957826.7136365424
2022-12-14,954703.992968421
2022-12-15,937207.8570847082
2022-12-16,926895.3334897528
2022-12-19,919824.6258172216
2022-12-20,918264.406281516
2022-12-21,931158.8544991674
2022-12-22,919823.901861678
2022-12-23,925598.9755824804
2022-12-27,924028.4197735508
2022-12-28,913414.5378243092
2022-12-29,925658.7779575948
2022-12-30,921357.0223051214
2023-01-03,919075.9578369207
2023-01-04,927835.0563705512
2023-01-05,916290.634344985
2023-01-06,940209.6434432134
2023-01-09,940139.8603375158
2023-01-10,945922.9299005192
2023-01-11,958678.7993102788
2023-01-12,959624.777256652
2023-01-13,963021.3619793996
2023-01-17,960390.5929282828
2023-01-18,942921.4959920036
2023-01-19,928597.5443036642
2023-01-20,944115.0007081748
2023-01-23,954352.4287424613
2023-01-24,956826.2244765232
2023-01-25,956183.0153719932
2023-01-26,965749.4058911124
2023-01-27,975180.280130271
2023-01-30,964596.5357940436
2023-01-31,981267.8401916266
2023-02-01,993372.10791471
2023-02-02,1007958.1166274786
2023-02-03,990736.0907867192
2023-02-06,989809.4599273443
2023-02-07,992101.4998595952
2023-02-08,983731.8820693732
2023-02-09,978223.813862586
2023-02-10,978572.664013648
2023-02-13,990143.399395728
2023-02-14,992468.1028030156
2023-02-15,1000071.366596961
2023-02-16,985406.7374953908
2023-02-17,989890.437004058
2023-02-21,966289.0603455649
2023-02-22,967017.5492524252
2023-02-23,967777.564991454
2023-02-24,958159.324192504
2023-02-27,965017.622906188
2023-02-28,961195.8409313957
2023-03-01,954411.5534786978
2023-03-02,960461.4004559316
2023-03-03,974365.9929013052
2023-03-06,971804.0113491812
2023-03-07,959176.7174038688
2023-03-08,960262.4615750113
2023-03-09,943910.4153256216
2023-03-10,942966.5123944008
2023-03-13,942809.340779563
2023-03-14,942781.3013111792
2023-03-15,942073.8924461276
2023-03-16,942049.2925389622
2023-03-17,941795.4494412754
2023-03-20,942368.2882365712
2023-03-21,943190.147296996
2023-03-22,943133.650771422
2023-03-23,943153.8817345568
2023-03-24,943514.310032042
2023-03-27,944106.1049025102
2023-03-28,944252.7413566116
2023-03-29,945664.3017310244
2023-03-30,946714.6632265076
2023-03-31,948908.5458862672
2023-04-03,952291.9269632554
2023-04-04,950443.0857420334
