,account_value,date,daily_return,datadate
0,1000000.0,2022-01-03,,2022-01-03
1,999652.2932769776,2022-01-04,-0.0003477067230225,2022-01-04
2,999614.5519714355,2022-01-05,-3.775443301212711e-05,2022-01-05
3,999388.53397789,2022-01-06,-0.0002261051453281,2022-01-06
4,999043.01628685,2022-01-07,-0.000345729092633,2022-01-07
5,998746.8954467772,2022-01-10,-0.0002964044943463,2022-01-10
6,1000334.48024559,2022-01-11,0.001589576704619,2022-01-11
7,1001102.1469413756,2022-01-12,0.0007674100122962,2022-01-12
8,998324.2912101748,2022-01-13,-0.002774797496627,2022-01-13
9,998516.1065338136,2022-01-14,0.0001921372897841,2022-01-14
10,995883.9336688996,2022-01-18,-0.0026360845335295,2022-01-18
11,993998.7978359225,2022-01-19,-0.0018929272470861,2022-01-19
12,991678.9178173068,2022-01-20,-0.0023338861411769,2022-01-20
13,988755.1990150454,2022-01-21,-0.0029482514448289,2022-01-21
14,989658.971683884,2022-01-24,0.0009140509903147,2022-01-24
15,986081.1014141086,2022-01-25,-0.0036152557316664,2022-01-25
16,984845.4356899264,2022-01-26,-0.0012531076018089,2022-01-26
17,983708.750622559,2022-01-27,-0.0011541761033508,2022-01-27
18,988235.8788970952,2022-01-28,0.0046021022702817,2022-01-28
19,988003.257653046,2022-01-31,-0.0002353904052833,2022-01-31
20,988128.2448448184,2022-02-01,0.0001265048377161,2022-02-01
21,988407.5707420354,2022-02-02,0.0002826818266497,2022-02-02
22,986351.600634766,2022-02-03,-0.0020800833260776,2022-02-03
23,986407.665679932,2022-02-04,5.684083153489894e-05,2022-02-04
24,986359.948226166,2022-02-07,-4.837498270360285e-05,2022-02-07
25,986708.7161392214,2022-02-08,0.0003535909113936,2022-02-08
26,987433.9249992372,2022-02-09,0.000734977656682,2022-02-09
27,986105.4632011416,2022-02-10,-0.0013453677906567,2022-02-10
28,985333.2350753786,2022-02-11,-0.0007831090634627,2022-02-11
29,985253.6476829528,2022-02-14,-8.077205720102842e-05,2022-02-14
30,985868.3698493958,2022-02-15,0.0006239227511499,2022-02-15
31,986012.7615829468,2022-02-16,0.0001464614729176,2022-02-16
32,984559.0340019228,2022-02-17,-0.0014743496612461,2022-02-17
33,984479.68049469,2022-02-18,-8.059801849569226e-05,2022-02-18
34,983559.2341651918,2022-02-22,-0.0009349571633979,2022-02-22
35,981827.0179435732,2022-02-23,-0.0017611712253293,2022-02-23
36,981982.2017478944,2022-02-24,0.0001580561560081,2022-02-24
37,981912.6965751648,2022-02-25,-7.078048115916058e-05,2022-02-25
38,981912.6965751648,2022-02-28,0.0,2022-02-28
39,981912.6965751648,2022-03-01,0.0,2022-03-01
40,981912.6965751648,2022-03-02,0.0,2022-03-02
41,981351.4749145508,2022-03-03,-0.0005715596331237,2022-03-03
42,980259.2943740846,2022-03-04,-0.0011129351393305,2022-03-04
43,980173.17762146,2022-03-07,-8.785099322072831e-05,2022-03-07
44,980173.17762146,2022-03-08,0.0,2022-03-08
45,980173.17762146,2022-03-09,0.0,2022-03-09
46,980173.17762146,2022-03-10,0.0,2022-03-10
47,980173.17762146,2022-03-11,0.0,2022-03-11
48,979703.9750686644,2022-03-14,-0.0004786935242749,2022-03-14
49,979651.5974632262,2022-03-15,-5.346268543482413e-05,2022-03-15
50,979651.5974632262,2022-03-16,0.0,2022-03-16
51,980473.7409416196,2022-03-17,0.00083922027027,2022-03-17
52,981762.5166336056,2022-03-18,0.0013144418235497,2022-03-18
53,981221.8320083616,2022-03-21,-0.0005507285276058,2022-03-21
54,983908.5948486323,2022-03-22,0.0027381808604602,2022-03-22
55,981485.8601112362,2022-03-23,-0.0024623575300396,2022-03-23
56,983938.5845046996,2022-03-24,0.0024989910635953,2022-03-24
57,984651.5274887084,2022-03-25,0.0007245807769269,2022-03-25
58,986406.7128036496,2022-03-28,0.001782544652541,2022-03-28
59,988356.8410392756,2022-03-29,0.0019770021942402,2022-03-29
60,987620.8922233576,2022-03-30,-0.0007446185278023,2022-03-30
61,986088.6899429314,2022-03-31,-0.0015514073188314,2022-03-31
62,987048.77259674,2022-04-01,0.0009736270820266,2022-04-01
63,986355.5001968376,2022-04-04,,2022-04-04
64,985697.2672236164,2022-04-05,-0.000667338472883,2022-04-05
65,986973.3594370566,2022-04-06,0.0012946086550837,2022-04-06
66,986813.433471038,2022-04-07,-0.0001620367606577,2022-04-07
67,986828.51062329,2022-04-08,1.5278624855286083e-05,2022-04-08
68,984489.1516248008,2022-04-11,-0.0023705831087225,2022-04-11
69,984360.090684249,2022-04-12,-0.0001310943247457,2022-04-12
70,984807.6062276145,2022-04-13,0.0004546258504387,2022-04-13
71,983880.4709714192,2022-04-14,-0.0009414379522784,2022-04-14
72,983931.1891400594,2022-04-18,5.154911611371382e-05,2022-04-18
73,985539.8222798604,2022-04-19,0.0016349041046324,2022-04-19
74,985719.0743272085,2022-04-20,0.0001818820947625,2022-04-20
75,984089.2768056171,2022-04-21,-0.0016534097432411,2022-04-21
76,981485.46139157,2022-04-22,-0.0026459138163758,2022-04-22
77,981385.8796044608,2022-04-25,-0.0001014602773311,2022-04-25
78,980830.833258178,2022-04-26,-0.0005655740089786,2022-04-26
79,981139.4323506614,2022-04-27,0.0003146302930328,2022-04-27
80,982161.5421738884,2022-04-28,0.0010417579698922,2022-04-28
81,980170.5266392966,2022-04-29,-0.0020271772504805,2022-04-29
82,980106.221642806,2022-05-02,-6.560592748183769e-05,2022-05-02
83,980123.9808953544,2022-05-03,1.8119722287268655e-05,2022-05-03
84,982196.6700619954,2022-05-04,0.0021147214097829,2022-05-04
85,977666.052376662,2022-05-05,-0.0046127398141629,2022-05-05
86,976751.0734312884,2022-05-06,-0.0009358808594708,2022-05-06
87,973459.7580176226,2022-05-09,-0.0033696563056783,2022-05-09
88,973365.9019102922,2022-05-10,-9.641498434564966e-05,2022-05-10
89,972783.0741259448,2022-05-11,-0.0005987756332984,2022-05-11
90,972670.3696219316,2022-05-12,-0.0001158577970883,2022-05-12
91,972614.3691595905,2022-05-13,-5.7573936752097765e-05,2022-05-13
92,972089.2038584584,2022-05-16,-0.0005399522336749,2022-05-16
93,972670.2620936268,2022-05-17,0.0005977416813829,2022-05-17
94,972626.53487271,2022-05-18,-4.495585258523782e-05,2022-05-18
95,972626.53487271,2022-05-19,0.0,2022-05-19
96,972626.53487271,2022-05-20,0.0,2022-05-20
97,973707.4528635854,2022-05-23,0.0011113391955905,2022-05-23
98,973435.31433438,2022-05-24,-0.0002794869530935,2022-05-24
99,974823.8238295432,2022-05-25,0.0014264013999867,2022-05-25
100,977658.409175002,2022-05-26,0.0029077924402005,2022-05-26
101,982052.339581954,2022-05-27,0.0044943411376778,2022-05-27
102,980592.574915206,2022-05-31,-0.0014864428380358,2022-05-31
103,980501.0403395531,2022-06-01,-9.334618474021728e-05,2022-06-01
104,982899.5463049768,2022-06-02,0.0024462044064663,2022-06-02
105,979936.7993422386,2022-06-03,-0.0030142927360949,2022-06-03
106,980192.3176936026,2022-06-06,0.0002607498274742,2022-06-06
107,981903.3192602989,2022-06-07,0.0017455774094639,2022-06-07
108,979058.8159644004,2022-06-08,-0.00289692807846,2022-06-08
109,973957.5647581016,2022-06-09,-0.0052103623634437,2022-06-09
110,967520.0206113732,2022-06-10,-0.0066096762114347,2022-06-10
111,958366.6086025154,2022-06-13,-0.009460695193753,2022-06-13
112,958153.430062194,2022-06-14,-0.0002224394489621,2022-06-14
113,958327.9359047844,2022-06-15,0.0001821272430022,2022-06-15
114,956211.6762673332,2022-06-16,-0.0022082833633072,2022-06-16
115,956161.1227776484,2022-06-17,-5.286851325880804e-05,2022-06-17
116,957566.375268718,2022-06-21,0.0014696816860608,2022-06-21
117,957513.353376304,2022-06-22,-5.537150612577868e-05,2022-06-22
118,957526.4743332972,2022-06-23,1.3703158234568136e-05,2022-06-23
119,957487.5999493708,2022-06-24,-4.059875624162768e-05,2022-06-24
120,957226.1252446284,2022-06-27,-0.0002730841681461,2022-06-27
121,954725.5012330164,2022-06-28,-0.0026123649842643,2022-06-28
