date,a2c,dji
2022-03-16,1033429.5152143252,992327.8028725561
2022-03-17,1043766.9965375673,1004495.0972816844
2022-03-18,1052365.554658295,1012482.170847153
2022-03-21,1050462.4477704775,1006599.204740694
2022-03-22,1064093.607240082,1014012.513578833
2022-03-23,1054033.129594208,1000933.3634061004
2022-03-24,1061704.8435224306,1011113.3061297692
2022-03-25,1067112.0686200869,1015579.1575695408
2022-03-28,1079199.1210035097,1018336.5738940007
2022-03-29,1091779.5873883974,1028191.9674303739
2022-03-30,1086854.7963117373,1026287.2324033914
2022-03-31,1078380.99902475,1010251.2934741717
2022-04-01,1086163.2129682314,1014327.3900168579
2022-04-04,1091575.566224457,1017345.7429775272
2022-04-05,1083995.7005018007,1009168.4007440506
2022-04-06,1084606.501695038,1004953.9269882677
2022-04-07,1095413.894715668,1007490.1218470535
2022-04-08,1095506.1664594423,1011497.257377292
2022-04-11,1086214.281861664,999464.4710815522
2022-04-12,1087135.224061371,996909.0445212752
2022-04-13,1099556.5677808535,1006937.1819799184
2022-04-14,1094659.815141083,1003634.7915818405
2022-04-18,1089376.9231580507,1002482.9378392716
2022-04-19,1110538.7354139101,1017034.6218421602
2022-04-20,1117647.111222626,1024305.6843674944
2022-04-21,1113692.8518537295,1013584.2952787653
2022-04-22,1093726.4265760195,984995.1761430401
2022-04-25,1099469.347260834,991930.4235731044
2022-04-26,1070910.1962445986,968354.405891774
2022-04-27,1073755.3466504824,970153.3096620296
2022-04-28,1091397.6236432802,988053.8132594957
2022-04-29,1054185.5726331484,960693.5884693546
2022-05-02,1048743.6380780947,963149.1012195174
2022-05-03,1045856.7611402285,965109.369207019
2022-05-04,1071503.513917328,992268.2870152786
2022-05-05,1039500.3515180361,961298.3059943506
2022-05-06,1036504.7760328066,958425.9546491443
2022-05-09,1023670.6105817568,939383.15626133
2022-05-10,1017707.2292493593,936908.1273170502
2022-05-11,1004457.9307874453,927392.7024682808
2022-05-12,1006124.3512433779,924368.5458580491
2022-05-13,1027886.9774183047,937954.548092568
2022-05-16,1025160.8774884951,938734.1147852638
2022-05-17,1027025.1930707705,951294.9762926606
2022-05-18,960650.2701886904,917370.1410650994
2022-05-19,948450.8945020449,910467.6102869802
2022-05-20,945273.3298047793,910723.0846647779
2022-05-23,961356.0997632754,928736.5887331362
2022-05-24,966006.3622754824,930145.9652004068
2022-05-25,973435.4975904238,935729.4174706239
2022-05-26,993905.675675751,950788.0673323491
2022-05-27,1011711.5643934023,967561.4680456745
2022-05-31,1008031.0456861269,961069.6877204106
2022-06-01,995655.1516889345,955916.5020971658
2022-06-02,1014708.5605024111,968590.4209739799
2022-06-03,998883.149049164,958435.5136013648
2022-06-06,1002017.7952893984,958904.016057219
2022-06-07,1005089.9459851992,966605.3452295252
2022-06-08,994593.5298169863,958761.769744414
2022-06-09,978796.6307080996,940172.3388047713
2022-06-10,964639.121705414,914536.1393258254
2022-06-13,937232.2497724306,889015.045563201
2022-06-14,928997.3302778017,884589.5920762658
2022-06-15,936866.1413434756,893436.9713415785
2022-06-16,918845.1460584414,871836.7549451077
2022-06-17,919151.0968488466,870721.2593600919
2022-06-21,944167.3116925966,889408.6126614695
2022-06-22,943170.6871961367,888035.9357429025
2022-06-23,960504.2017987978,893694.2095736548
2022-06-24,984216.4551709902,917679.2138535619
2022-06-27,979401.0939801943,915860.7938891894
2022-06-28,959122.2803052675,901549.1078652652
2022-06-29,963298.9185346377,903947.2669021052
2022-06-30,959963.1552137148,896551.1983170782
2022-07-01,974818.1232160341,905926.7665910978
2022-07-05,976063.5807355654,902155.9306356908
2022-07-06,977232.6490033877,904191.0770822527
2022-07-07,984777.3966077578,914296.1413468609
2022-07-08,983547.294953705,912944.4030855387
2022-07-11,975098.6810468447,908157.7008626044
2022-07-12,971446.0604871523,902549.4977339593
2022-07-13,974095.147752167,896474.2715111133
2022-07-14,974453.7950605166,892319.4843081833
2022-07-15,981081.5567792666,911490.9871598236
2022-07-18,974946.0217603457,905208.6503055337
2022-07-19,990651.2762616884,927187.0711984901
2022-07-20,990460.1971448672,928579.264311174
2022-07-21,999087.3005384218,933300.4194331678
2022-07-22,1002088.1897290957,929291.5200486506
2022-07-25,1003124.0434888613,931935.2531199169
2022-07-26,992259.9547132265,925278.5808688496
2022-07-27,1007610.1335309756,937981.6317905261
2022-07-28,1024052.1709455263,947654.6655538832
2022-07-29,1029734.4347089541,956845.7688094575
2022-08-01,1040306.6332715761,955484.4146973898
2022-08-02,1032370.2963422548,943766.6755352501
2022-08-03,1044522.1181195986,955895.2220487702
2022-08-04,1040909.7451337588,953399.1975487205
2022-08-05,1033944.3340619814,955632.1232686064
2022-08-08,1034934.1943219912,956479.0009165215
2022-08-09,1028963.3673414004,954785.5870118419
2022-08-10,1042860.7812207949,970374.189736553
2022-08-11,1039527.0978864443,971165.4206268988
2022-08-12,1052871.219361664,983528.4459624465
2022-08-15,1062359.8890393984,987938.7644416991
2022-08-16,1074265.0286268007,994917.9375331576
2022-08-17,1068655.4696210634,989916.2157837874
2022-08-18,1071100.944917084,990461.5312485562
2022-08-19,1062085.722550751,981946.2117758553
2022-08-22,1045816.479783417,963210.5516266491
2022-08-23,1043462.2912153017,958723.6477325823
2022-08-24,1046620.6812299502,960461.1010957062
2022-08-25,1053686.3152631533,969857.664925496
2022-08-26,1023482.9471753847,940481.4684917589
2022-08-29,1020731.6639722597,935109.2235467946
2022-08-30,1009921.5507978213,926133.0260206059
2022-08-31,1002645.0100568545,917963.2512909707
2022-09-01,1009284.1587690127,922216.2453482611
2022-09-02,997245.1983503115,912370.183170008
2022-09-06,992650.7040570986,907326.2996135225
2022-09-07,1014191.795609833,920027.2452897694
2022-09-08,1015116.9302381289,925656.7284668101
2022-09-09,1027841.7663892519,936645.0854354113
2022-09-12,1034622.208802582,943334.6450339991
2022-09-13,994435.068757416,906151.4019682793
2022-09-14,997929.947877289,907028.8341241849
2022-09-15,990548.8136152041,901981.1383665162
2022-09-16,989817.4718793642,897920.1199329871
2022-09-19,998603.0961774599,903666.7002747288
2022-09-20,989714.8928083193,894535.2835720076
2022-09-21,980116.8913892519,879315.2125945113
2022-09-22,972524.621491791,876195.1819694492
2022-09-23,954297.9250043642,862029.1561698371
2022-09-26,954168.8963330996,852427.2455628823
2022-09-27,943255.4177259218,848761.8425745262
2022-09-28,958701.8163617861,864748.0521927895
2022-09-29,937806.0759443056,851401.7634446094
2022-09-30,920886.4528974306,836832.8391886088
2022-10-03,932439.2424787295,859129.9487207732
2022-10-04,951851.2532972109,883176.403407812
2022-10-05,946305.1348432314,881939.7139642864
2022-10-06,934554.1012433779,871832.9427439246
2022-10-07,915287.3991407168,853475.3732941538
2022-10-10,916014.3399213564,850739.6353077653
2022-10-11,919280.7736829531,851797.3788897824
2022-10-12,923486.3582929384,850971.7812902628
2022-10-13,937320.3096021425,875089.359133704
2022-10-14,915343.9251264345,863323.1993266856
2022-10-17,932760.4790204775,879374.6715532638
2022-10-18,945116.898545624,889220.7337315168
2022-10-19,938994.037797333,886307.8137378986
2022-10-20,924477.0262464297,883679.5001669403
2022-10-21,942211.515229584,905498.54829103
2022-10-24,955480.4647687685,917648.3179544206
2022-10-25,971192.7037061465,927469.34478162
2022-10-26,973602.9812787783,927538.3626925929
2022-10-27,973146.6320661318,933194.9295675916
2022-10-28,988794.3658765566,957331.4546198986
2022-10-31,982839.9991620791,953577.7451205532
2022-11-01,977858.6517347109,951254.4645427738
2022-11-02,955426.5098432314,936529.9797190897
2022-11-03,951543.6321424257,932261.8506541168
2022-11-04,961916.2448133242,943972.0792109404
2022-11-07,966406.1771863711,956317.6366992756
2022-11-08,967831.8699201357,966042.7326131193
2022-11-09,952303.5885328066,947197.5428030535
2022-11-10,986909.3807233584,982197.7032568944
2022-11-11,992478.6079572451,983144.153323773
2022-11-14,982492.8825238955,976992.6261787383
2022-11-15,992121.3288434756,978630.5071228988
2022-11-16,991522.8549360048,977491.6262440578
2022-11-17,988096.4343274843,977272.908313489
2022-11-18,996201.1279157412,983080.9959608875
2022-11-21,999355.4795392763,981758.1052518021
2022-11-22,1007689.2077649843,993347.4244427414
2022-11-23,1014029.003648163,996142.848981983
2022-11-25,1014668.4044812929,1000599.2552665843
2022-11-28,1010174.8238385927,986104.0146006166
2022-11-29,1006491.7161420595,986193.4590821085
2022-11-30,1030500.5478986513,1007670.7177657906
2022-12-01,1027028.4613660586,1001997.0244347303
2022-12-02,1030106.7853864443,1003012.7769052073
2022-12-05,1012722.5241559756,988948.4856685133
2022-12-06,1003979.572083832,978730.0795418622
2022-12-07,1005550.2974714052,978776.1673472109
2022-12-08,1012074.6747144472,984123.604535222
2022-12-09,1005142.67581308,975237.7618669271
2022-12-12,1013649.8686383974,990636.3235177308
2022-12-13,1012573.6649030459,993654.4488842995
2022-12-14,1010140.0657819521,989509.2775321152
2022-12-15,993126.1780256045,967248.5261575038
2022-12-16,984731.936738373,959040.3449234111
2022-12-19,980252.6635297548,954294.0975518386
2022-12-20,976797.4048932802,956980.0493287453
2022-12-21,987989.3734906923,972325.1263659345
2022-12-22,979957.7512067568,962158.2703030438
2022-12-23,985464.7109540713,967298.3692655106
2022-12-27,985091.8835614931,968394.57625051
2022-12-28,973795.2753919375,957736.685915817
2022-12-29,983044.90187204,967789.858725514
2022-12-30,978734.318391205,965647.1740664716
2023-01-03,974519.4884351504,965330.2492815424
2023-01-04,980868.0821546328,969216.4185473715
2023-01-05,971193.8112958681,959320.5132611117
2023-01-06,996338.4185498965,979728.4210636519
2023-01-09,990523.1076825869,976437.6379646987
2023-01-10,992663.2210096132,981869.3987669407
2023-01-11,999856.2671369326,989703.3015027811
2023-01-12,994459.6682599795,996023.7034703776
2023-01-13,1000352.9954694521,999305.1552112107
2023-01-17,1001034.7879804384,987892.4490422499
2023-01-18,977464.130097748,970008.5598141194
2023-01-19,966359.6410382998,962655.5634126097
2023-01-20,978055.891816498,972296.2219151725
2023-01-23,984392.2703260195,979697.8096571362
2023-01-24,987056.7138532412,982739.2634190051
2023-01-25,990183.6581586611,983027.056159072
2023-01-26,993050.1477063906,989015.7397252074
2023-01-27,997113.0921643984,989850.8962769475
2023-01-30,993279.6708081972,982247.7739590016
2023-01-31,1007323.4734815371,992996.0191515884
2023-02-01,1018430.9497388613,993197.6675246205
2023-02-02,1020790.8937085879,992060.9487897343
2023-02-03,1008917.9648603213,988334.0953942464
2023-02-06,1009394.5834974062,987314.7014181616
2023-02-07,1006991.9875653994,995054.2663993498
2023-02-08,999040.9698804629,989004.1324260825
2023-02-09,995352.9798597109,981746.384155627
2023-02-10,998684.9669812929,986681.0794424036
2023-02-13,1010950.0240339052,997653.9600121718
2023-02-14,1007699.5271161806,993090.12931214
2023-02-15,1012413.111649872,994219.9064269615
2023-02-16,1000882.2850965273,981658.191441688
2023-02-17,1010221.5320142519,985440.691594745
2023-02-21,998034.9491590273,965132.697602319
2023-02-22,998332.4689496767,962671.0398114428
2023-02-23,997220.8717664492,965841.1980371374
2023-02-24,988071.6797651064,956024.0403096463
2023-02-27,990614.6844800722,958126.4408129024
2023-02-28,984495.7666944277,951356.4266997923
2023-03-01,975834.9163984072,951506.1836179132
2023-03-02,984621.9165204775,961461.4909644003
2023-03-03,990984.4981702578,972747.1996252891
2023-03-06,990858.5827039492,973926.250862866
2023-03-07,980032.9323133242,957175.8940522152
2023-03-08,980730.2025007021,955484.4146973898
2023-03-09,967721.672776581,939650.0103441519
2023-03-10,961657.9896405947,929593.0822317968
2023-03-13,965755.3668531191,926956.6321717462
2023-03-14,976580.5984205019,936752.5667493668
2023-03-15,980823.261460663,928571.4123147071
2023-03-16,986075.2105115664,939407.9640182831
2023-03-17,977408.6044935,928204.6444217709
2023-03-20,988437.3412793886,939350.5534064351
2023-03-21,995190.6274884951,948556.8485682169
2023-03-22,982449.0821698916,933102.5832613187
2023-03-23,979384.8456434023,935291.5833198105
2023-03-24,990635.5934461367,939145.1497307448
2023-03-27,995056.0886548769,944812.8118181423
2023-03-28,996030.0396589052,943710.7442850552
2023-03-29,1005155.8000806582,953130.5796116197
2023-03-30,1009608.2462476504,957250.7725112756
2023-03-31,1022873.3986371767,969343.9850406949
2023-04-03,1024180.1994794619,978870.1637107125
2023-04-04,1022236.9051069033,973079.6008090515
2023-04-05,1020023.8325208437,975420.0647414179
2023-04-06,1020673.281358124,975494.9432004783
2023-04-10,1021876.7248243105,978443.993757549
2023-04-11,1024494.8456586611,981306.7861505348
2023-04-12,1016874.0718244326,980191.3474640441
2023-04-13,1026999.5885938418,991354.49670182
2023-04-14,1022590.5083936465,987182.1278546274
2023-04-17,1029308.0635694277,990116.0434040157
2023-04-18,1032043.2919935,989808.6775713069
2023-04-19,1031283.2142804873,987489.2660932357
2023-04-20,1028786.703233124,984273.3614533431
2023-04-21,1037270.918290497,984924.166783688
2023-04-24,1040314.1179364931,986859.6270142363
2023-04-25,1033833.5026105654,976821.5892122217
2023-04-26,1026483.668366791,970151.602706276
2023-04-27,1042042.8233960879,985425.2151959118
2023-04-28,1046830.3315442812,993349.1313984953
2023-05-01,1044681.9124616396,991995.6292828942
2023-05-02,1042871.2094587099,981299.2755452188
2023-05-03,1034433.8933423769,973425.088653592
