,account_value,date,daily_return,datadate
226,937335.5874708174,2022-11-25,0.0012655374400081,2022-11-25
227,930122.6518941878,2022-11-28,-0.0076951474723071,2022-11-28
228,930434.415272331,2022-11-29,0.0003351852333757,2022-11-29
229,946322.1641119,2022-11-30,0.017075624653156,2022-11-30
230,945885.573689079,2022-12-01,-0.0004613549585734,2022-12-01
231,946141.2789510724,2022-12-02,0.0002703342445493,2022-12-02
232,929378.3816801067,2022-12-05,-0.0177171186205399,2022-12-05
233,919067.0674375532,2022-12-06,-0.0110948505429113,2022-12-06
234,918967.590814018,2022-12-07,-0.00010823652273,2022-12-07
235,924606.7219785688,2022-12-08,0.0061363765391939,2022-12-08
236,915271.9670347212,2022-12-09,-0.0100959194022213,2022-12-09
237,927307.8091672896,2022-12-12,0.0131500172255485,2022-12-12
238,931034.5456174848,2022-12-13,0.0040188774572511,2022-12-13
239,928461.5407041548,2022-12-14,-0.0027635976832884,2022-12-14
240,913333.0044797896,2022-12-15,-0.0162941980481944,2022-12-15
241,901738.603692436,2022-12-16,-0.0126946039730134,2022-12-16
242,896290.7406858442,2022-12-19,-0.006041510238426,2022-12-19
243,895782.2567991255,2022-12-20,-0.0005673202495984,2022-12-20
244,909421.0217527387,2022-12-21,0.0152255359492698,2022-12-21
245,898041.9163755415,2022-12-22,-0.0125124723368128,2022-12-22
246,906028.8777402876,2022-12-23,0.0088937511925737,2022-12-23
247,905146.1209348676,2022-12-27,-0.0009743142046659,2022-12-27
248,894873.4730772016,2022-12-28,-0.0113491596771757,2022-12-28
249,906645.1283506393,2022-12-29,0.0131545471260403,2022-12-29
250,904010.6915525434,2022-12-30,-0.0029056978477215,2022-12-30
251,897564.9800352094,2023-01-03,-0.0071301275278771,2023-01-03
252,903734.5868162152,2023-01-04,,2023-01-04
253,896823.1077199933,2023-01-05,-0.0076476868286855,2023-01-05
254,914135.4442045208,2023-01-06,0.0193040704855844,2023-01-06
255,911100.5115583416,2023-01-09,-0.003320003250525,2023-01-09
256,915947.092200279,2023-01-10,0.0053194796627298,2023-01-10
257,924022.881765556,2023-01-11,0.0088168734133731,2023-01-11
258,924981.1083951948,2023-01-12,0.0010370161264923,2023-01-12
259,926144.1618024824,2023-01-13,0.0012573807148401,2023-01-13
260,923647.984071922,2023-01-17,-0.0026952366958749,2023-01-17
261,910325.2941862104,2023-01-18,-0.0144239906495312,2023-01-18
262,902464.9012441632,2023-01-19,-0.0086347078261445,2023-01-19
263,909469.5159658428,2023-01-20,0.0077616478070481,2023-01-20
